provnum	network	facname	phyaddr1	phyaddr2	phycity	phystate	phyzip	phonenum	shift	chainyn	chainnam	owntype	certdate	totstas	HD	PD	homehd	PURR_F	urrg65_f	URRG65_C	urrg65_u	urrg65_s	hgbrd_f	Hgbl10_f	Hgbl10_c	Hgbg12_f	Hgbg12_c	hgbl10_u	hgbl10_s	hgbg12_u	hgbg12_s	dateurhg	PTSURV_F	PTSURV_C	ptsurvu1	ptsurvu2	ptsurvu3	ptsurvs1	ptsurvs2	ptsurvs3	DATESMR	CNTYNAME
012606	08	FMC CHASE	1849 KEATS DRIVE NORTHWEST		HUNTSVILLE	AL	35810	2568528900	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	19SEP2002	25	Y	N	N		98	001	97	96		2	001	12	001	3	4	11	8	2010	3	001	437	4174	552	2	92	21	2007-2010	MADISON
012607	08	ROANOKE DIALYSIS CLINIC	4459 US HIGHWAY 431		ROANOKE	AL	36274	3348638365	N	N	INDEPENDENT	1	29JAN2003	13	Y	Y	N		94	001	97	96		0	001	0	001	3	4	11	8	2010	2	001	437	4174	552	2	92	21	2007-2010	RANDOLPH
012608	08	RCG ONEONTA	150 GILBREATH DRIVE, SUITE 1		ONEONTA	AL	35121	2056256903	N	Y	RENAL CARE GROUP INC.	1	26MAR2003	12	Y	N	N		100	001	97	96		4	001	8	001	3	4	11	8	2010	2	001	437	4174	552	2	92	21	2007-2010	BLOUNT
012609	08	EUFAULA DIALYSIS	220 SOUTH ORANGE AVE		EUFAULA	AL	36027	3346880806	N	Y	GAMBRO HEALTHCARE	1	09APR2003	12	Y	N	N		97	001	97	96		0	001	6	001	3	4	11	8	2010	2	001	437	4174	552	2	92	21	2007-2010	BARBOUR
012610	08	FMC MAGNOLIA	7940 MOFFETT ROAD		SEMMES	AL	36575	2516496343	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	14MAY2003	20	Y	N	N		100	001	97	96		2	001	11	001	3	4	11	8	2010	2	001	437	4174	552	2	92	21	2007-2010	MOBILE
012611	08	FMC DALLAS COUNTY	200 SOUTH PARK PL		SELMA	AL	36701	3348728460	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	19DEC2003	21	Y	N	N		100	001	97	96		0	001	3	001	3	4	11	8	2010	2	001	437	4174	552	2	92	21	2007-2010	DALLAS
012612	08	FMC GARDENDALE	592 FIELDSTOWN ROAD	SUITE 102	GARDENDALE	AL	35071	2056083653	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	17DEC2003	12	Y	N	N		95	001	97	96		8	001	15	001	3	4	11	8	2010	3	001	437	4174	552	2	92	21	2007-2010	JEFFERSON
012613	08	FMC DISCOVERY	1131 EAGLETREE LN, STE100		HUNTSVILLE	AL	35801	2564894160	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	17MAR2004	17	Y	Y	Y		100	001	97	96		6	001	6	001	3	4	11	8	2010	3	001	437	4174	552	2	92	21	2007-2010	MADISON
012614	08	FMC VALLEY CREEK	201 LINCOLN LANE		SELMA	AL	36701	3348755436	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	07APR2004	16	Y	Y	Y		98	001	97	96		2	001	16	001	3	4	11	8	2010	3	001	437	4174	552	2	92	21	2007-2010	DALLAS
012615	08	FMC AUBURN	211 E UNIVERSITY DR		AUBURN	AL	36832	3345018890	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	23JUN2004	15	Y	N	N		96	001	97	96		8	001	0	001	3	4	11	8	2010	2	001	437	4174	552	2	92	21	2007-2010	LEE
012616	08	LANDMARK DIALYSIS	717 STONE AVE		TALLADEGA	AL	35160	2563624449	N	N	INDEPENDENT	2	09JUN2004	19	Y	Y	Y		100	001	97	96		2	001	2	001	3	4	11	8	2010	2	001	437	4174	552	2	92	21	2007-2010	TALLADEGA
012617	08	FMC ALEXANDER CITY	3368 HWY 280 BYPASS	SUITE G-1	ALEXANDER CITY	AL	35010	2563290638	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	10NOV2004	17	Y	Y	Y		100	001	97	96		2	001	17	001	3	4	11	8	2010	3	001	437	4174	552	2	92	21	2007-2010	TALLAPOOSA
012618	08	RRC NORTHRIDGE	4400 WATERMELON ROAD	SUITE A	NORTHPORT	AL	35473	2057222968	N	N	INDEPENDENT	1	25OCT2006	10	Y	Y	Y		100	001	97	96		9	001	0	001	3	4	11	8	2010	2	001	437	4174	552	2	92	21	2007-2010	TUSCALOOSA
012619	08	TUSCALOOSA NEPHROLOGY ASSOC HOME DIALYSIS	1649 N MCFARLAND BLVD	SUITE 203	TUSCALOOSA	AL	35406	2055565541	N	N	INDEPENDENT	1	19DEC2006	0	N	Y	N			256	97	96		4	001	7	001	3	4	11	8	2010	3	001	437	4174	552	2	92	21	2007-2010	TUSCALOOSA
012620	08	HOME DIALYSIS OF NORTH ALABAMA	1216 SOMMERVILLE ROAD, SE		DECATUR	AL	35601	2563400012	N	N	INDEPENDENT	1	15FEB2007	1	N	Y	N			256	97	96		6	001	0	001	3	4	11	8	2010	2	001	437	4174	552	2	92	21	2007-2010	MORGAN
012621	08	RAI-SNOW ST-OXFORD	711 SNOW STREET		OXFORD	AL	36203	2568355914	N	N	INDEPENDENT	1	11JUL2007	25	Y	Y	Y		95	001	97	96		4	001	10	001	3	4	11	8	2010	2	001	437	4174	552	2	92	21	2007-2010	CALHOUN
012622	08	DAVITA TALLADEGA	726 E BATTLE STREET	SUITE A	TALLADEGA	AL	35160	2563622332	N	Y	DAVITA	1	19DEC2007	11	Y	Y	Y		87	001	97	96		4	001	13	001	3	4	11	8	2010	2	001	437	4174	552	2	92	21	2007-2010	TALLADEGA
012623	08	DAVITA CENTER POINT DIALYSIS	2337 1ST ST NE		CENTER POINT	AL	35215	2055201108	N	Y	DAVITA	1	20FEB2008	16	Y	N	N		100	001	97	96		3	001	0	001	3	4	11	8	2010	2	001	437	4174	552	2	92	21	2007-2010	JEFFERSON
012624	08	FMC MIDFIELD DIALYSIS	613 BESSEMER SUPER HIGHWAY		BIRMINGHAM	AL	35228	2054810019	N	Y	RENAL CARE GROUP INC.	1	29JAN2008	24	Y	N	N		100	001	97	96		0	001	17	001	3	4	11	8	2010	2	001	437	4174	552	2	92	21	2007-2010	JEFFERSON
012625	08	RAI JACKSONVILLE	331 HENRY RD, S.W.		JACKSONVILLE	AL	36265	2564353161	N	Y	RENAL ADVANTAGE, INC.	1	19AUG2008	12	Y	N	N		97	001	97	96		0	001	37	001	3	4	11	8	2010	3	001	437	4174	552	2	92	21	2007-2010	CALHOUN
012626	08	FMC NORTHWEST ALABAMA KIDNEY CENTER	638 TAHOE ROAD		WINFIELD	AL	35594	2054872800	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	25JUN2008	10	Y	N	N		100	001	97	96		7	001	0	001	3	4	11	8	2010	2	001	437	4174	552	2	92	21	2007-2010	MARION
012627	08	HOME DIALYSIS OPTIONS OF BALDWIN COUNTY	27880 N. MAIN ST, SUITE A		DAPHNE	AL	36526	2516261086	N	Y	DAVITA	1	21OCT2008	4	N	Y	Y			201	97	96			199		199	3	4	11	8	2010		199	437	4174	552	2	92	21	2007-2010	BALDWIN
012628	08	OPELIKA DIALYSIS CENTER	2340 PEPPERELL PKWY		OPELIKA	AL	36801	3347456883	N	Y	DAVITA	1	29OCT2008	10	Y	Y	Y			199	97	96			199		199	3	4	11	8	2010		199	437	4174	552	2	92	21	2007-2010	LEE
012629	08	DAVITA RENAISSANCE	1840 DARBY DRIVE		FLORENCE	AL	35630	2567642313	N	Y	DAVITA	1	15OCT2008	10	Y	N	Y		100	001	97	96		0	001	0	001	3	4	11	8	2010	2	001	437	4174	552	2	92	21	2007-2010	LAUDERDALE
012630	08	DAVITA WIREGRASS KIDNEY CENTER	1450 ROSS CLARK CIRCLE	SUITE 200	DOTHAN	AL	36301	3347928907	N	Y	DAVITA	1	23DEC2008	20	Y	N	N		96	001	97	96		7	001	13	001	3	4	11	8	2010	2	001	437	4174	552	2	92	21	2007-2010	HOUSTON
012631	08	GULF SHORES DIALYSIS CENTER	3947 GULF SHORES PARKWAY		GULF SHORES	AL	36542	2519672205	N	Y	DAVITA	1	22APR2009	8	Y	Y	Y		100	001	97	96		0	001	35	001	3	4	11	8	2010	2	001	437	4174	552	2	92	21	2007-2010	BALDWIN
012632	08	MUSCLE SHOALS DIALYSIS	712 STATE STREET		MUSCLE SHOALS	AL	35661	2563867028	N	Y	DAVITA	1	16SEP2009	10	Y	N	N			199	97	96			199		199	3	4	11	8	2010		199	437	4174	552	2	92	21	2007-2010	COLBERT
012633	08	FMC PRATTVILLE	692 COVERED BRIDGE PARKWAY		PRATTVILLE	AL	36066	3343587414	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01SEP2009	10	Y	N	N		100	001	97	96		0	001	22	001	3	4	11	8	2010	2	001	437	4174	552	2	92	21	2007-2010	AUTAUGA
012634	08	FMC FOLEY	230 EAST FERN AVENUE		FOLEY	AL	36535	2519431500	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	14SEP2009	10	Y	N	N			199	97	96			199		199	3	4	11	8	2010		199	437	4174	552	2	92	21	2007-2010	BALDWIN
012636	08	FMC JAGUAR	575 STANTON ROAD	UNIT B	MOBILE	AL	36617	2514760502	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	07APR2010	26	Y	Y	Y		97	001	97	96		9	001	7	001	3	4	11	8	2010	2	001	437	4174	552	2	92	21	2007-2010	MOBILE
012637	08	DCI HIGHLAND PARK	1912 CHERRY STREET		MONTGOMERY	AL	36107	3342641060	N	Y	DIALYSIS CLINIC, INC. (DCI)	2	16JUL2010	15	Y	N	N		95	001	97	96		0	001	10	001	3	4	11	8	2010		199	437	4174	552	2	92	21	2007-2010	MONTGOMERY
012638	08	FMC HOOVER	2104 LORNA RIDGE LANE		HOOVER	AL	35216	2059793708	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	03AUG2010	12	Y	N	N			201	97	96			201		201	3	4	11	8	2010		199	437	4174	552	2	92	21	2007-2010	JEFFERSON
012639	08	FMC MONTEVALLO	3883 HIGHWAY 25		MONTEVALLO	AL	35115	2056654440	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	30AUG2010	10	Y	N	N			201	97	96			201		201	3	4	11	8	2010		201	437	4174	552	2	92	21	2007-2010	SHELBY
012640	08	PICKENS COUNTY DIALYSIS	289 WILLIAM E HILL DRIVE	SUITE A	CARROLLTON	AL	35447	2053671194	N	Y	DAVITA	1	05JAN2011	8	N	N	N			258	97	96			258		258	3	4	11	8	2010		258	437	4174	552	2	92	21	2007-2010	PICKENS
012641	08	DCI EVERGREEN	822 WILD AVENUE		EVERGREEN	AL	36401	2515789200	N	Y	DIALYSIS CLINIC, INC. (DCI)	1	27JAN2011	10	Y	N	N			258	97	96			258		258	3	4	11	8	2010		258	437	4174	552	2	92	21	2007-2010	CONECUH
012642	08	DAVITA ENTERPRISE	6002 BOLL WEEVIL CIRCLE		ENTERPRISE	AL	36330	3343080262	N	Y	DAVITA	1	02MAR2011	10	Y	Y	Y			258	97	96			258		258	3	4	11	8	2010		258	437	4174	552	2	92	21	2007-2010	COFFEE
012643	08	ENDEAVOR DIALYSIS	1675 SPARKMAN DRIVE		HUNTSVILLE	AL	35816	2567220013	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	05JUL2011	15	Y	N	N			258	97	96			258		258	3	4	11	8	2010		258	437	4174	552	2	92	21	2007-2010	MADISON
012644	08	JEWEL DIALYSIS	514 W. TOWN PLAZA		BESSEMER	AL	35020	2054810226	N	Y	DAVITA	1	27OCT2011	8	Y	N	N			258	97	96			258		258	3	4	11	8	2010		258	437	4174	552	2	92	21	2007-2010	JEFFERSON
012645	08	MAGIC CITY DIALYSIS	300 22ND ST. S		BIRMINGHAM	AL	35233	2059860592	N	Y	DAVITA	1	21OCT2011	16	Y	Y	Y			258	97	96			258		258	3	4	11	8	2010		258	437	4174	552	2	92	21	2007-2010	JEFFERSON
012646	08	STEEL CITY DIALYSIS	1809 AVENUE H		BIRMINGHAM	AL	35218	2057852972	N	Y	DAVITA	1	27OCT2011	8	Y	N	N			258	97	96			258		258	3	4	11	8	2010		258	437	4174	552	2	92	21	2007-2010	JEFFERSON
012647	08	CROWN DIALYSIS	3007 27TH STREET NORTH		BIRMINGHAM	AL	35207	2052970143	N	Y	DAVITA	1	03NOV2011	8	Y	N	N			258	97	96			258		258	3	4	11	8	2010		258	437	4174	552	2	92	21	2007-2010	JEFFERSON
013300	08	CHILDRENS HOSPITAL DIALYSIS	1600 7TH AVENUE SOUTH		BIRMINGHAM	AL	35233	2059399275	N	N	INDEPENDENT	2	17NOV1982	7	Y	Y	Y			201	97	96			199		199	3	4	11	8	2010	2	001	437	4174	552	2	92	21	2007-2010	JEFFERSON
022500	16	FMC ANCHORAGE	3950 LAUREL STREET		ANCHORAGE	AK	99508	9075633149	Y	Y	RENAL CARE GROUP INC.	1	01SEP1977	35	Y	Y	Y		98	001	97	98		6	001	10	001	3	4	11	8	2010	2	001	437	4174	552	0	6	0	2007-2010	ANCHORAGE
022502	16	FMC FAIRBANKS	1863 AIRPORT WAY		FAIRBANKS	AK	99701	9074522900	N	Y	RENAL CARE GROUP INC.	1	27JUN1985	17	Y	Y	N		97	001	97	98		0	001	3	001	3	4	11	8	2010	2	001	437	4174	552	0	6	0	2007-2010	FAIRBANKS NORTH STAR
022503	16	FMC WASILLA	3787 E MERIDIAN LOOP		WASILLA	AK	99654	9073575600	Y	Y	RENAL CARE GROUP INC.	1	29MAR2004	12	Y	Y	Y		100	001	97	98		0	001	18	001	3	4	11	8	2010	2	001	437	4174	552	0	6	0	2007-2010	MATANUSKA-SUSITNA
022504	16	REIFENSTEIN DIALYSIS CENTER	9109 MENDENHALL MALL RD SUITE #6		JUNEAU	AK	99801	9077903002	N	Y	RENAL CARE GROUP INC.	1	26MAR2004	9	Y	Y	Y			199	97	98			199		199	3	4	11	8	2010	2	001	437	4174	552	0	6	0	2007-2010	JUNEAU
022506	16	LIBERTY DIALYSIS - ALASKA LLC	901 EAST DIMOND BOULEVARD		ANCHORAGE	AK	99515	9075229009	Y	N	INDEPENDENT	1	07MAY2009	12	Y	Y	Y		100	001	97	98		11	001	0	001	3	4	11	8	2010	2	001	437	4174	552	0	6	0	2007-2010	ANCHORAGE
022507	16	FMC COOK INLET	9085 BLACKBERRY ST		ANCHORAGE	AK	99502	9078681779	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	07MAY2009	12	Y	Y	Y		100	001	97	98		0	001	13	001	3	4	11	8	2010	2	001	437	4174	552	0	6	0	2007-2010	ANCHORAGE
022508	16	FMC SOLDOTNA	289 N FIREWOOD LANE STE A		SOLDOTNA	AK	99669	9074204970	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	08DEC2009	7	Y	Y	Y			199	97	98			199		199	3	4	11	8	2010		199	437	4174	552	0	6	0	2007-2010	KENAI PENINSULA
030022	15	MARICOPA MEDICAL CTR - DIALYSIS	2525 E ROOSEVELT ST		PHOENIX	AZ	85008	6023441601	Y	N	INDEPENDENT	2	07OCT1997	11	Y	N	N		82	001	97	98		5	001	9	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	MARICOPA
031308	15	GILA RIVER DIALYSIS EAST	565 W SEED FARM RD		SACATON	AZ	85247	6022717900	N	N	INDEPENDENT	2	04JAN2006	40	Y	N	N		99	001	97	98		1	001	19	001	3	2	11	14	2010	1	001	437	4174	552	8	91	4	2007-2010	PINAL
032500	15	TUCSON WEST DIALYSIS (DVA)	1780 W ANKLAM RD		TUCSON	AZ	85745	5206242220	N	Y	GAMBRO HEALTHCARE	1	28SEP1988	34	Y	Y	N		100	001	97	98		0	001	12	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	PIMA
032501	15	TUCSON EAST DIALYSIS (DVA)	6420 E BROADWAY BLVD STE C300		TUCSON	AZ	85710	5207902775	Y	Y	DAVITA	1	26MAY1978	27	Y	Y	Y		97	001	97	98		2	001	7	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	PIMA
032502	15	YUMA DIALYSIS (DVA)	2130 W 24TH ST		YUMA	AZ	85364	9287832365	N	Y	DAVITA	1	28JUN1978	30	Y	Y	N		98	001	97	98		4	001	24	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	YUMA
032503	15	PHOENIX ARTIFICIAL KIDNEY CENTER (FMC)	13090 N 94TH DR STE 100		PEORIA	AZ	85381	6239745851	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	26MAR1979	21	Y	N	N		100	001	97	98		0	001	17	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	MARICOPA
032504	15	CAMELBACK DIALYSIS (DVA)	7321 E OSBORN DR		SCOTTSDALE	AZ	85251	4809700924	N	Y	DAVITA	1	01JAN1997	8	Y	Y	Y			199	97	98		4	001	30	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	MARICOPA
032506	15	TUBA CITY DIALYSIS UNIT (DVA)	500 EDGEWATER DR		TUBA CITY	AZ	86045	9282834525	N	Y	DAVITA	1	15NOV1990	26	Y	Y	N		97	001	97	98		0	001	16	001	3	2	11	14	2010	1	001	437	4174	552	8	91	4	2007-2010	COCONINO
032508	15	SOUTH PHOENIX DIALYSIS SERVICES (FMC)	1021 S 7TH AVE STE 108		PHOENIX	AZ	85007	6022531954	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01FEB1985	18	Y	N	N		97	001	97	98		3	001	9	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	MARICOPA
032509	15	EAST VALLEY DIALYSIS (FMC)	135 S POWER RD STE 103		MESA	AZ	85206	4809854911	N	Y	RENAL CARE GROUP INC.	1	11SEP1997	36	Y	N	N		96	001	97	98		2	001	6	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	MARICOPA
032513	15	SELLS DIALYSIS (DVA)	HWY 86 - MP 113		SELLS	AZ	85634	5203831701	N	Y	GAMBRO HEALTHCARE	1	01JAN1985	20	Y	N	N		100	001	97	98		0	001	11	001	3	2	11	14	2010	1	001	437	4174	552	8	91	4	2007-2010	PIMA
032514	15	DESERT DIALYSIS CENTER (DCI)	2022 E PRINCE RD		TUCSON	AZ	85719	5203270007	N	Y	DIALYSIS CLINIC, INC. (DCI)	2	16JAN1986	19	Y	Y	Y		100	001	97	98		3	001	13	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	PIMA
032515	15	WHITERIVER DIALYSIS (FMC)	HWY 73  MP 342		WHITERIVER	AZ	85941	9283381498	N	Y	RENAL CARE GROUP INC.	1	15NOV1985	16	Y	N	N		98	001	97	98		0	001	5	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	NAVAJO
032516	15	CHANDLER DIALYSIS (FMC)	912 W CHANDLER BLVD BLDG A-D		CHANDLER	AZ	85225	4808219801	Y	Y	RENAL CARE GROUP INC.	1	30OCT1985	24	Y	N	N		98	001	97	98		0	001	15	001	3	2	11	14	2010	3	001	437	4174	552	8	91	4	2007-2010	MARICOPA
032517	15	CENTRAL PHX DIALYSIS (FMC)	3421 N 7TH AVE		PHOENIX	AZ	85013	6022742293	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	08SEP1997	16	Y	N	N		100	001	97	98		0	001	20	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	MARICOPA
032518	15	FOUR CORNERS DIALYSIS CLINIC CHINLE (DVA)	US HWY 191		CHINLE	AZ	86503	9286743674	N	Y	DAVITA	1	14APR1987	26	Y	N	N		100	001	97	98		0	001	30	001	3	2	11	14	2010	1	001	437	4174	552	8	91	4	2007-2010	APACHE
032520	15	SIERRA VISTA DIALYSIS (DVA)	629 N HIGHWAY 90 STE 6 & 7		SIERRA VISTA	AZ	85635	5204597791	N	Y	GAMBRO HEALTHCARE	1	20JUN1987	20	Y	N	N		100	001	97	98		0	001	8	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	COCHISE
032521	15	DIALYSIS CENTER OF GLENDALE (FMC)	5957 W NORTHERN AVE STE 108		GLENDALE	AZ	85301	6234351155	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01MAR1985	18	Y	N	N		100	001	97	98		5	001	11	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	MARICOPA
032522	15	PARKER DIALYSIS CENTER (FMC)	AGENCY ROAD BLDG 173		PARKER	AZ	85344	9286699838	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	20JUL1988	10	Y	N	N		100	001	97	98		0	001	7	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	LA PAZ
032523	15	PRESCOTT DIALYSIS (DSI)	980 WILLOW CREEK RD STE 101		PRESCOTT	AZ	86301	9287769459	N	Y	NATIONAL RENAL INSTITUTES (NRI)	1	18JUL1988	12	Y	N	N		100	001	97	98		3	001	12	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	YAVAPAI
032524	15	FLAGSTAFF DIALYSIS CENTER (FMC)	5200 E CORTLAND BLVD STE A1-A4		FLAGSTAFF	AZ	86004	9285274990	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	08DEC1989	16	Y	N	N		95	001	97	98		0	001	8	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	COCONINO
032525	15	DESERT MOUNTAIN DIALYSIS (DVA)	9220 E MOUNTAIN VIEW RD STE 105		SCOTTSDALE	AZ	85258	4803912241	N	Y	DAVITA	1	01SEP1988	24	Y	N	N		97	001	97	98		3	001	40	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	MARICOPA
032526	15	SOUTHWEST MESA DIALYSIS (DSI)	1457 W SOUTHERN AVE STE 19		MESA	AZ	85202	4808945411	Y	Y	NATIONAL RENAL INSTITUTES (NRI)	1	07DEC1988	24	Y	N	N		94	001	97	98		3	001	43	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	MARICOPA
032528	15	THUNDERBIRD DIALYSIS (FMC)	5750 W THUNDERBIRD RD BLDG G #750		GLENDALE	AZ	85306	6024399502	N	Y	RENAL CARE GROUP INC.	1	03MAY1989	24	Y	Y	N		99	001	97	98		3	001	4	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	MARICOPA
032530	15	DESERT VALLEY DIALYSIS (FMC)	15846 N CAVE CREEK RD STE 2		PHOENIX	AZ	85032	6029714555	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	18OCT1989	16	Y	N	N		96	001	97	98		0	001	7	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	MARICOPA
032533	15	GLOBE DIALYSIS (FMC)	2250 HIGHWAY 60 STE O-2		MIAMI	AZ	85539	9284252624	N	Y	RENAL CARE GROUP INC.	1	01OCT1990	16	Y	N	N		100	001	97	98		3	001	0	001	3	2	11	14	2010	3	001	437	4174	552	8	91	4	2007-2010	GILA
032535	15	HOME DIALYSIS OF MESA (FMC)	1337 S GILBERT RD STE 106		MESA	AZ	85204	4809269222	N	Y	RENAL CARE GROUP INC.	1	17JUN1991	1	N	Y	Y			199	97	98		9	001	5	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	MARICOPA
032536	15	WINSLOW DIALYSIS CENTER (FMC)	1313 E THIRD ST		WINSLOW	AZ	86047	9282893318	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	30JUL1991	9	Y	N	N		100	001	97	98		0	001	11	001	3	2	11	14	2010	1	001	437	4174	552	8	91	4	2007-2010	NAVAJO
032537	15	ESTRELLA DIALYSIS CENTER (FMC)	5546 W ROOSEVELT ST STE 1		PHOENIX	AZ	85043	6023520724	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	19AUG1991	22	Y	N	N		100	001	97	98		0	001	4	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	MARICOPA
032539	15	MESA DIALYSIS CENTER (FMC)	1525 N GILBERT RD STE 121		GILBERT	AZ	85234	4804971127	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	08SEP1997	12	Y	N	N		100	001	97	98		0	001	7	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	MARICOPA
032540	15	WESTERN SKIES DIALYSIS INC.	1041 N ARIZOLA RD		CASA GRANDE	AZ	85122	5208365883	N	N	INDEPENDENT	1	24JUN1996	16	Y	Y	N		85	001	97	98		12	001	0	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	PINAL
032541	15	TEMPE DIALYSIS (FMC)	1449 W SOUTHERN AVE		TEMPE	AZ	85282	4809676360	N	Y	RENAL CARE GROUP INC.	1	29SEP1997	20	Y	N	N		100	001	97	98		3	001	8	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	MARICOPA
032542	15	ARCADIA DIALYSIS CENTER (FMC)	2702 N 44TH ST STE 107B		PHOENIX	AZ	85008	6029557475	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01DEC1992	12	Y	N	N		97	001	97	98		0	001	0	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	MARICOPA
032543	15	NOGALES DIALYSIS (DVA)	1231 W TARGET RANGE RD		NOGALES	AZ	85621	5202876597	N	Y	GAMBRO HEALTHCARE	1	15MAR1993	13	Y	N	N		100	001	97	98		0	001	10	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	SANTA CRUZ
032544	15	LAKE HAVASU DIALYSIS (FMC)	1761 MCCULLOCH BLVD STE G		LAKE HAVASU CITY	AZ	86403	9286804748	N	Y	RENAL CARE GROUP INC.	1	06APR1993	12	Y	Y	N		98	001	97	98		2	001	8	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	MOHAVE
032545	15	SOUTH MOUNTAIN DIALYSIS CENTER (FMC)	26 E BASELINE STE 142		PHOENIX	AZ	85042	6022688158	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	03MAY1993	17	Y	N	N		100	001	97	98		3	001	13	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	MARICOPA
032546	15	SUN CITY WEST DIALYSIS (FMC)	12213 W BELL ROAD STE 110		SURPRISE	AZ	85374	6235838865	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	19MAY1993	18	Y	N	N		100	001	97	98		0	001	13	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	MARICOPA
032547	15	SUN CITY DIALYSIS (FMC)	10050 W BELL RD STE 29-31		SUN CITY	AZ	85351	6238151770	N	Y	RENAL CARE GROUP INC.	1	13SEP1997	12	Y	N	N		96	001	97	98		0	001	4	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	MARICOPA
032549	15	SAFFORD DIALYSIS (FMC)	1250 S 20TH AVE		SAFFORD	AZ	85546	9284281400	N	Y	RENAL CARE GROUP INC.	1	09SEP1997	16	Y	Y	N		100	001	97	98		3	001	15	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	GRAHAM
032550	15	NORTH PHOENIX DIALYSIS (FMC)	1957 W DUNLAP AVE STE 6C		PHOENIX	AZ	85021	6029431763	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	10DEC1993	19	Y	Y	Y		100	001	97	98		0	001	7	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	MARICOPA
032551	15	MESA DIALYSIS (DSI)	1337 S GILBERT RD STE 109		MESA	AZ	85204	4809261906	N	N	INDEPENDENT	1	08SEP1997	16	Y	N	N		100	001	97	98		0	001	35	001	3	2	11	14	2010	2	001	437	4174	552	8	91	4	2007-2010	MARICOPA
