"Provider Number","Network","Facility Name","Address Line 1","Address Line 2","City","STATE","Zip","County","Phone Number","Profit or Non-Profit?","Chain Owned?","Chain Organization","Late Shift?","# of Dialysis Stations","Offers In-Center Hemodialysis","Offers In-Cener Peritoneal Dialysis","Offers Home Hemodialysis Training","Certification Date","Claims Date","Mineral and Bone Disorder Date","STrR Date","Percentage of Medicare patients with Hgb<10 g/dL","Hgb <10 Data Availability Code","Percentage of Medicare patients with Hgb>12 g/dL","Hgb >12 Data Availability Code","Number of dialysis patients with Hgb data","Lists the facility’s Standardized Transfusion Ratio (FACILITY)","Lists the upper confident limit (97.5%) for Standardized Transfusion Ratio (STRr)","Lists the lower confident limit (2.5%) for Standardized Transfusion Ratio (STRr)","Patient Transfusion data availability Code","Patient transfusion category text","Lists the number of patients included in the facility’s transfusion summary (FACILITY)","Percentage of HD patients with URR>=65%","URR Data Availability Code","Percent of Adult HD patients with Kt/V >= 1.2","Adult HD Kt/V Data Availability Code","Percentage of Adult PD PTS with Kt/V >= 1.7","Adult PD Kt/V Data Availability Code","Percentage of Pediatric HD patients with Kt/V >= 1.2","Pediatric HD Kt/V Data Availability Code","Lists the number of heomodialysis patients included in the URR greater than or equal 65 percent summary (FACILITY)","Number of Adult HD patients with Kt/V data","Number of Adult HD patient-months with Kt/V data","Number of Adult PD patients with Kt/V data","Number of Adult PD patient-months with Kt/V data","Number of Pediatric HD patients with Kt/V data","Number of Pediatric HD patient-months with Kt/V data","Percentage of patients with arteriovenous fistulae in place","Arteriovenous fistulae in place Data Availability Code","Percentage of patients with vascular catheter in use for 90 days or longer","Vascular catheter Data Availability Code","Number of Adult patients included in arterial venous fistula and catheter summaries","Number of Adult patient-months included in arterial venous fistula and catheter summaries","Hypercalcemia Data Availability Code","Lists the number of patients included in the facility’s hypercalcemia summary (FACILITY)","Lists the number of patient-months included in the facility’s hypercalcemia summary (FACILITY)","Lists the percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL) (FACILITY)","Lists the number of patients included in the facility’s serum phosphorus summary (FACILITY)","Lists the number of patient-months included in the facility’s serum phosphorus summary (FACILITY)","Serum phosphorus Data Availability Code","Lists the percentage of Adult patients with serum phosphorus less than 3.5 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL (FACILITY)","SMR Date","SHR Date","SHR: Upper Confidence Limit (95%)","SMR: Upper Confidence Limit (95%)","SHR: Lower Confidence Limit (5%)","SMR: Lower Confidence Limit (5%)","Patient hospitalization category text","Patient hospitalization Data Availability Code","Patient survival category text","Patient survival Data Availability Code","Number of patients included in hospitalization summary","Number of patients included in survival summary","Standardized Hospitalization Ratio","Standardized Mortality Ratio"
"012541","08","FMC DADEVILLE","52 WATERWORKS RD","","DADEVILLE","AL","36853","TALLAPOOSA","(256) 825-2740","Profit","Yes","FRESENIUS MEDICAL CARE","0","15","1","0","0","1992-03-11 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","13","001","0","001","24","1.55","4.14","0.65","001","As Expected","34","100","001","89","001","","257","","254","28","35","308","0","0","0","0","88","001","5","001","39","327","001","41","370","25","45","386","001","6","19","26","28","21","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.48","1.81","0.37","0.72","As Expected","001","As Expected","001","37","168","0.71","1.17"
"012542","08","RAINBOW CITY DIALYSIS","2800 RAINBOW DRIVE","","RAINBOW CITY","AL","35906","ETOWAH","(256) 413-3245","Profit","Yes","GAMBRO HEALTHCARE","0","16","1","1","1","1992-05-05 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","14","001","0","001","37","1.36","2.92","0.69","001","As Expected","58","100","001","94","001","97","001","","254","37","50","382","12","118","0","0","58","001","11","001","54","420","001","65","556","0","68","576","001","8","32","45","10","5","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.78","1.77","0.61","1.11","As Expected","001","Worse than Expected","001","65","374","1.03","1.41"
"012543","08","DEMOPOLIS DIALYSIS","511 S CEDAR STREET","","DEMOPOLIS","AL","36732","MARENGO","(334) 289-9700","Profit","Yes","GAMBRO HEALTHCARE","0","15","1","1","0","1992-05-20 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","3","001","0","001","60","0.54","1.64","0.2","001","As Expected","72","98","001","93","001","","199","","254","55","91","665","9","62","0","0","44","001","4","001","95","716","001","85","746","1","90","798","001","4","23","49","16","9","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.28","1.57","0.4","0.84","As Expected","001","As Expected","001","81","354","0.7","1.16"
"012544","08","OZARK DIALYSIS","214 HOSPITAL AVENUE","","OZARK","AL","36360","DALE","(334) 774-2630","Profit","Yes","GAMBRO HEALTHCARE","0","13","1","0","0","1992-08-04 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","9","001","0","001","33","1.01","2.8","0.41","001","As Expected","40","100","001","90","001","","257","","254","35","56","384","0","0","0","0","58","001","2","001","56","431","001","42","410","0","43","425","001","9","29","43","10","8","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.29","1.34","0.33","0.62","As Expected","001","As Expected","001","43","202","0.64","0.93"
"012545","08","TUSCALOOSA DIALYSIS","805 OLD MILL STREET","","TUSCALOOSA","AL","35401","TUSCALOOSA","(205) 752-6363","Profit","Yes","GAMBRO HEALTHCARE","0","19","1","0","1","1992-08-11 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","17","001","0","001","75","1.02","2.07","0.55","001","As Expected","90","99","001","97","001","","257","","254","74","102","882","0","0","0","0","50","001","4","001","111","954","001","102","973","1","101","967","001","12","25","47","9","7","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.48","1.47","0.49","0.85","As Expected","001","As Expected","001","99","449","0.82","1.13"
"012546","08","FMC TUSKEGEE","802 E. MARTIN LUTHER KING HWY","","TUSKEGEE","AL","36083","MACON","(334) 727-9447","Profit","Yes","FRESENIUS MEDICAL CARE","0","20","1","0","0","1993-05-18 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","11","001","0","001","47","1.15","2.61","0.56","001","As Expected","55","100","001","90","001","","257","","254","50","60","565","0","0","0","0","85","001","2","001","64","586","001","81","818","14","86","846","001","14","31","27","21","7","01/01/2010-12/31/2013","01/01/2013-12/31/2013","0.98","0.95","0.2","0.46","Better than Expected","001","Better than Expected","001","63","362","0.44","0.67"
"012547","08","FMC EASTERN SHORE","124 PROFESSIONAL PARK DR","","FAIRHOPE","AL","36532","BALDWIN","(251) 928-7835","Profit","Yes","FRESENIUS MEDICAL CARE","1","24","1","1","1","1993-08-01 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","15","001","0","001","47","0.78","2.16","0.32","001","As Expected","61","100","001","90","001","86","001","","254","46","82","548","15","73","0","0","61","001","4","001","85","582","001","92","721","0","99","778","001","9","26","31","19","14","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.34","0.94","0.41","0.48","As Expected","001","Better than Expected","001","76","335","0.73","0.68"
"012548","08","FAYETTE DIALYSIS","2450 TEMPLE AVE N","","FAYETTE","AL","35555","FAYETTE","(205) 932-8500","Profit","Yes","GAMBRO HEALTHCARE","0","10","1","0","0","1993-11-12 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","15","001","0","001","20","0.55","2.83","0.13","001","As Expected","31","100","001","96","001","","257","","254","22","30","254","0","0","0","0","71","001","8","001","34","272","001","33","286","0","37","304","001","8","36","37","8","12","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.61","1.8","0.46","0.86","As Expected","001","As Expected","001","34","154","0.83","1.27"
"012549","08","BIO-MEDICAL APPLICATIONS OF ALABAMA INC.","1205 BELLEVILLE AVE.","","BREWTON","AL","36426","ESCAMBIA","(251) 867-3650","Profit","Yes","FRESENIUS MEDICAL CARE","0","14","1","0","0","1994-03-17 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","29","001","0","001","24","0.65","3.35","0.15","001","As Expected","29","100","001","54","001","","257","","254","23","35","255","0","0","0","0","43","001","49","001","35","266","001","32","194","23","34","204","001","18","33","28","17","4","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.03","1.04","0.13","0.35","As Expected","001","As Expected","001","31","121","0.35","0.63"
"012550","08","GREENE COUNTY DIALYSIS","544 HIGHWAY 43","","EUTAW","AL","35462","GREENE","(205) 372-4000","Profit","Yes","GAMBRO HEALTHCARE","0","10","1","0","0","1994-06-30 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","6","001","0","001","35","0.39","2.02","0.09","001","As Expected","46","100","001","97","001","","257","","254","39","55","452","0","0","0","0","40","001","3","001","59","477","001","59","488","1","61","517","001","8","28","44","13","6","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.61","1.71","0.49","0.81","As Expected","001","As Expected","001","53","249","0.88","1.2"
"012551","08","SHEFFIELD DIALYSIS","1120 S JACKSON HWY STE 107","","SHEFFIELD","AL","35660","COLBERT","(256) 381-8004","Profit","Yes","GAMBRO HEALTHCARE","0","12","1","0","0","1995-01-01 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","7","001","0","001","45","1.88","3.44","1.11","001","Worse than Expected","55","100","001","94","001","","257","","254","46","59","539","0","0","0","0","68","001","1","001","61","580","001","69","622","1","72","653","001","11","29","40","14","6","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.6","1.4","0.54","0.79","As Expected","001","As Expected","001","63","295","0.92","1.06"
"012552","08","BIO-MEDICAL APPLICATIONS OF ALABAMA INC","65 NORTH CATHERINE STREET","","MOBILE","AL","36604","MOBILE","(251) 441-0868","Profit","Yes","FRESENIUS MEDICAL CARE","0","25","1","0","0","2013-07-25 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","","201","","201","0","","","","199","","19","","201","67","001","","257","","254","0","22","61","0","0","0","0","69","001","0","001","22","62","001","28","54","2","29","55","001","31","24","15","25","5","01/01/2010-12/31/2013","01/01/2013-12/31/2013","","1.33","","0.48","Not Available","199","As Expected","001","22","196","","0.83"
"012553","08","PCD ELMORE COUNTY","125 HOSPITAL DRIVE","","WETUMPKA","AL","36092","ELMORE","(334) 514-2037","Profit","Yes","DAVITA","0","10","1","0","0","1995-01-30 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","21","001","0","001","24","1.06","3.6","0.36","001","As Expected","36","100","001","92","001","","257","","254","27","32","279","0","0","0","0","49","001","5","001","34","304","001","46","401","0","51","429","001","12","38","35","6","9","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.41","1.81","0.9","0.88","As Expected","001","As Expected","001","40","185","1.44","1.28"
"012556","08","NNA OF ALABAMA, INC","7067 VETERANS PKWY SUITE 120","","PELL CITY","AL","35125","SAINT CLAIR","(205) 338-4515","Profit","Yes","FRESENIUS MEDICAL CARE","0","13","1","0","0","1995-06-01 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","18","001","0","001","11","0.36","4.83","0.04","001","As Expected","21","100","001","79","001","","257","","254","18","27","186","0","0","0","0","45","001","24","001","28","192","001","31","242","5","34","258","001","11","22","21","27","19","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.73","1.25","0.32","0.49","As Expected","001","As Expected","001","27","169","0.71","0.81"
"012557","08","PCD EAST MONTGOMERY","6890 WINTON BLOUNT BLVD","","MONTGOMERY","AL","36117","MONTGOMERY","(334) 260-0671","Profit","Yes","DAVITA","0","13","1","0","0","1995-06-01 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","11","001","0","001","37","0.5","2.02","0.15","001","As Expected","55","100","001","88","001","","257","","254","38","67","454","0","0","0","0","39","001","9","001","70","488","001","62","521","0","68","562","001","10","31","47","7","5","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.27","1.36","0.35","0.66","As Expected","001","As Expected","001","58","257","0.66","0.96"
"012558","08","DCI DECATUR","1601 6TH AVENUE SOUTH EAST","","DECATUR","AL","35601","MORGAN","(256) 350-8882","Non-Profit","No","DIALYSIS CLINIC, INC.","0","24","1","0","0","1995-05-24 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","12","001","0","001","90","0.76","1.62","0.4","001","As Expected","105","93","001","86","001","","257","","254","88","112","964","0","0","0","0","70","001","12","001","126","1046","001","130","1149","7","148","1228","001","7","18","24","29","21","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.39","1.52","0.49","0.99","As Expected","001","As Expected","001","119","526","0.8","1.23"
"012559","08","FMC UNIVERSITY SOUTH ALABAMA","700 CLINIC DRIVE","","MOBILE","AL","36688","MOBILE","(251) 460-6797","Profit","Yes","FRESENIUS MEDICAL CARE","0","22","1","1","1","1995-01-14 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","8","001","0","001","52","0.87","2.13","0.4","001","As Expected","75","100","001","86","001","","199","","254","53","60","581","7","63","0","0","55","001","9","001","64","616","001","89","793","2","89","771","001","7","29","32","25","8","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.5","1.59","0.52","0.89","As Expected","001","As Expected","001","80","410","0.87","1.2"
"012560","08","FMC HAMILTON","1256 MILITARY STREET SOUTH","","HAMILTON","AL","35570","MARION","(205) 921-6231","Profit","Yes","RENAL CARE GROUP INC.","0","7","1","0","0","1995-12-11 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","18","001","0","001","11","0","1.45","0","001","As Expected","20","100","001","97","001","","257","","254","14","19","162","0","0","0","0","85","001","4","001","23","186","001","20","161","2","24","180","001","8","23","18","25","26","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.97","2.19","0.37","0.74","As Expected","001","As Expected","001","22","88","0.81","1.33"
"012561","08","FMC LAKEVIEW","45 MEDICAL PARK DR., STE A","","GUNTERSVILLE","AL","35976","MARSHALL","(256) 753-0112","Profit","Yes","FRESENIUS MEDICAL CARE","0","17","1","0","0","1995-12-07 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","8","001","0","001","51","0.98","2.38","0.45","001","As Expected","64","100","001","80","001","","257","","254","59","75","599","0","0","0","0","60","001","8","001","81","657","001","79","637","2","89","690","001","6","27","28","26","13","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.49","1.39","0.46","0.8","As Expected","001","As Expected","001","75","299","0.82","1.07"
"012562","08","DCI PELL CITY","62 COGSWELL DRIVE","","PELL CITY","AL","35125","SAINT CLAIR","(205) 884-4240","Non-Profit","No","DIALYSIS CLINIC, INC.","0","15","1","0","0","1995-12-13 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","5","001","0","001","21","0.45","2.86","0.09","001","As Expected","34","95","001","93","001","","257","","254","19","28","242","0","0","0","0","57","001","6","001","30","275","001","42","380","1","46","408","001","6","24","21","33","16","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.43","1.6","0.31","0.71","As Expected","001","As Expected","001","36","155","0.64","1.09"
"012563","08","DCI CULLMAN","1734 EVA ROAD NE","","CULLMAN","AL","35055","CULLMAN","(256) 734-3055","Non-Profit","No","DIALYSIS CLINIC, INC.","0","16","1","0","0","1996-01-04 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","2","001","0","001","45","0.78","2.03","0.34","001","As Expected","69","100","001","90","001","","257","","254","48","74","571","0","0","0","0","61","001","10","001","82","661","001","79","650","4","89","720","001","5","18","20","31","26","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.35","1.68","0.41","1.04","As Expected","001","Worse than Expected","001","76","313","0.73","1.33"
"012565","08","SOUTH BALDWIN DIALYSIS CENTER","150 W PEACHTREE AVE","","FOLEY","AL","36535","BALDWIN","(251) 943-4155","Profit","Yes","DAVITA","0","13","1","0","1","1996-04-02 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","14","001","0","001","14","","","","199","","18","100","001","90","001","","257","","254","13","30","147","0","0","0","0","70","001","1","001","33","176","001","19","179","8","21","183","001","12","32","41","11","3","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.46","1.88","0.49","0.85","As Expected","001","As Expected","001","21","158","1.05","1.29"
"012566","08","FMC SYLACAUGA","314 WEST SPRING STREET","","SYLACAUGA","AL","35150","TALLADEGA","(256) 249-9660","Profit","Yes","RENAL CARE GROUP INC.","0","12","1","0","0","1996-07-16 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","12","001","0","001","17","1.77","5.12","0.7","001","As Expected","25","100","001","93","001","","257","","254","21","28","234","0","0","0","0","51","001","5","001","32","254","001","34","297","11","40","322","001","8","17","23","30","21","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.32","1.81","0.2","0.73","As Expected","001","As Expected","001","27","152","0.49","1.18"
"012568","08","FMC PARKWAY","1311 N MEMORIAL PKWY STE 100","","HUNTSVILLE","AL","35801","MADISON","(256) 536-5563","Profit","Yes","FRESENIUS MEDICAL CARE","0","15","1","0","0","1996-09-03 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","7","001","0","001","46","2","3.84","1.13","001","Worse than Expected","55","100","001","92","001","","257","","254","49","69","564","0","0","0","0","75","001","3","001","72","581","001","64","555","7","68","573","001","9","24","23","27","17","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.47","1.5","0.41","0.77","As Expected","001","As Expected","001","60","275","0.76","1.09"
"012570","08","NORTHPORT DIALYSIS","2401 HOSPITAL DRIVE","","NORTHPORT","AL","35476","TUSCALOOSA","(205) 339-8882","Profit","Yes","GAMBRO HEALTHCARE","1","14","1","0","0","1996-12-03 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","19","001","0","001","47","0.88","2.45","0.36","001","As Expected","67","98","001","91","001","","257","","254","47","71","548","0","0","0","0","53","001","5","001","80","590","001","73","617","0","80","644","001","11","30","39","11","9","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.25","2.1","0.86","1.23","As Expected","001","Worse than Expected","001","74","325","1.38","1.63"
"012571","08","DCI GEORGIANA","P O BOX 618","","GEORGIANA","AL","36033","BUTLER","(334) 376-0277","Non-Profit","No","DIALYSIS CLINIC, INC.","0","10","1","0","0","1996-12-31 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","0","001","0","001","22","0.55","2.45","0.15","001","As Expected","27","100","001","94","001","","257","","254","23","27","275","0","0","0","0","36","001","2","001","27","283","001","32","342","5","33","356","001","8","18","25","25","24","01/01/2010-12/31/2013","01/01/2013-12/31/2013","0.92","1.1","0.15","0.44","Better than Expected","001","As Expected","001","29","188","0.35","0.71"
"012572","08","FMC CAMELLIA","350 PAUL STABLER DRIVE","","GREENVILLE","AL","36037","BUTLER","(334) 382-5052","Profit","Yes","FRESENIUS MEDICAL CARE","0","16","1","0","0","1997-02-12 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","11","001","0","001","44","0.92","2.38","0.4","001","As Expected","56","100","001","79","001","","257","","254","45","56","505","0","0","0","0","55","001","11","001","60","552","001","66","620","1","70","656","001","16","28","28","20","8","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.15","1.33","0.27","0.59","As Expected","001","As Expected","001","60","255","0.54","0.9"
"012573","08","DCI BIRMINGHAM","8713 PARKWAY EAST","","BIRMINGHAM","AL","35206","JEFFERSON","(205) 838-5400","Non-Profit","No","DIALYSIS CLINIC, INC.","0","16","1","1","0","1997-12-18 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","6","001","0","001","35","0.95","2.54","0.4","001","As Expected","50","97","001","92","001","","201","","254","33","43","390","0","0","0","0","65","001","3","001","44","424","001","67","599","3","69","640","001","3","31","31","26","9","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.37","1","0.37","0.51","As Expected","001","As Expected","001","54","294","0.71","0.73"
"012574","08","FMC CHAMBERS","802 HOSPITAL STREET","","LAFAYETTE","AL","36862","CHAMBERS","(334) 864-9914","Profit","Yes","FRESENIUS MEDICAL CARE","0","10","1","0","0","1997-06-10 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","5","001","0","001","20","1.05","3.57","0.36","001","As Expected","28","100","001","87","001","","257","","254","21","31","257","0","0","0","0","83","001","6","001","34","277","001","31","266","15","33","285","001","5","29","24","25","17","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.24","1.29","0.21","0.42","As Expected","001","As Expected","001","31","128","0.49","0.77"
"012575","08","RCG WALKER","3510 3RD STREET NE","","JASPER","AL","35504","WALKER","(205) 221-8775","Profit","Yes","RENAL CARE GROUP INC.","0","22","1","0","0","1998-01-08 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","12","001","0","001","33","0.41","2.11","0.1","001","As Expected","51","97","001","84","001","","257","","254","33","52","380","0","0","0","0","49","001","7","001","58","414","001","62","480","11","68","512","001","9","25","26","29","11","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.97","1.56","0.68","0.89","As Expected","001","As Expected","001","57","279","1.15","1.19"
