provnum	network	facname	phyaddr1	phyaddr2	phycity	phystate	phyzip	phonenum	shift	chainyn	chainnam	owntype	certdate	totstas	HD	PD	homehd	PURR_F	urrg65_f	URRG65_C	urrg65_u	urrg65_s	hctrd_f	hctg33_f	HCTG33_C	hctg33_u	hctg33_s	DATEURHT	PTSURV_F	PTSURV_C	ptsurvu1	ptsurvu2	ptsurvu3	ptsurvs1	ptsurvs2	ptsurvs3	DATESMR	CNTYNAME
012604	08	FMC CLANTON	275 HEALTH CENTER DRIVE		CLANTON	AL	35045	2052804331	N	Y	RENAL CARE GROUP INC.	1	27MAR2002	10	Y	N	N	19	95	001	92	92	19	95	001	92	91	2005	2	001	100	4013	174	3	99	4	2002-2005	CHILTON
012605	08	BIRMINGHAM HOME TRAINING DIALYSIS	2101 7TH AVENUE SOUTH		BIRMINGHAM	AL	35233	2052415105	N	Y	GAMBRO HEALTHCARE	1	25JUL2002	2	N	Y	Y			199	92	92	51	80	001	92	91	2005	2	001	100	4013	174	3	99	4	2002-2005	JEFFERSON
012606	08	FMC CHASE	1849 KEATS DRIVE NORTHWEST		HUNTSVILLE	AL	35810	2568528900	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	19SEP2002	20	Y	N	N	60	95	001	92	92	63	92	001	92	91	2005	2	001	100	4013	174	3	99	4	2002-2005	MADISON
012607	08	ROANOKE DIALYSIS CLINIC	4459 US HIGHWAY 431		ROANOKE	AL	36274	3348638365	N	Y	NATIONAL RENAL ALLIANCE	1	29JAN2003	10	Y	N	N	19	84	001	92	92	19	100	001	92	91	2005	2	001	100	4013	174	3	99	4	2002-2005	RANDOLPH
012608	08	FMC ONEONTA	150 GILBREATH DRIVE, SUITE 1		ONEONTA	AL	35121	2056256903	N	Y	RENAL CARE GROUP INC.	1	26MAR2003	8	Y	N	N	15	100	001	92	92	17	82	001	92	91	2005	2	001	100	4013	174	3	99	4	2002-2005	BLOUNT
012609	08	EUFAULA DIALYSIS	220 SOUTH ORANGE AVE		EUFAULA	AL	36027	3346880806	N	Y	GAMBRO HEALTHCARE	1	09APR2003	10	Y	N	N	25	92	001	92	92	26	96	001	92	91	2005	2	001	100	4013	174	3	99	4	2002-2005	BARBOUR
012610	08	FMC MAGNOLIA	7940 MOFFETT ROAD		SEMMES	AL	36575	2516496343	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	14MAY2003	20	Y	N	N	32	97	001	92	92	40	98	001	92	91	2005	2	001	100	4013	174	3	99	4	2002-2005	MOBILE
012611	08	FMC DALLAS COUNTY	200 SOUTH PARK PL		SELMA	AL	36701	3348728460	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	19DEC2003	11	Y	N	N	31	94	001	92	92	31	90	001	92	91	2005	2	001	100	4013	174	3	99	4	2002-2005	DALLAS
012612	08	FMC GARDENDALE	592 FIELDSTOWN ROAD	SUITE 102	GARDENDALE	AL	35071	2056083653	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	17DEC2003	12	Y	N	N	18	89	001	92	92	21	100	001	92	91	2005	2	001	100	4013	174	3	99	4	2002-2005	JEFFERSON
012613	08	FMC DISCOVERY	1131 EAGLETREE LN	SUITE 100	HUNTSVILLE	AL	35801	2564894160	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	17MAR2004	17	Y	Y	Y	28	100	001	92	92	52	92	001	92	91	2005	2	001	100	4013	174	3	99	4	2002-2005	MADISON
012614	08	PCD SELMA	201 LINCOLN LANE		SELMA	AL	36701	3348755436	N	N	INDEPENDENT	1	07APR2004	16	Y	Y	N	31	90	001	92	92	40	83	001	92	91	2005	2	001	100	4013	174	3	99	4	2002-2005	DALLAS
012615	08	FMC AUBURN	211 E UNIVERSITY DR		AUBURN	AL	36832	3345018890	N	Y	FRESENIUS MEDICAL CARE (FMC)	2	23JUN2004	10	Y	N	N	23	100	001	92	92	26	92	001	92	91	2005	2	001	100	4013	174	3	99	4	2002-2005	LEE
012616	08	LANDMARK DIALYSIS	717 STONE AVE		TALLADEGA	AL	35160	2563624449	N	Y	NATIONAL RENAL ALLIANCE	2	09JUN2004	19	Y	Y	Y	24	92	001	92	92	28	100	001	92	91	2005	2	001	100	4013	174	3	99	4	2002-2005	TALLADEGA
012617	08	PCD ALEXANDER CITY	3368 HWY 280 BYPASS	SUITE G-1	ALEXANDER CITY	AL	35010	2563290638	N	N	INDEPENDENT	1	10NOV2004	9	Y	Y	Y	27	96	001	92	92	31	90	001	92	91	2005	2	001	100	4013	174	3	99	4	2002-2005	TALLAPOOSA
012618	08	KIDNEY INSTITUTE OF TUSCALOOSA	701 UNIVERSITY BLVD, STE 809		TUSCALOOSA	AL	35401	2052472930	N	N	INDEPENDENT	1	25OCT2006	3	N	Y	N			258	92	92			258	92	91	2005		258	100	4013	174	3	99	4	2002-2005	TUSCALOOSA
012619	08	TUSCALOOSA NEPHROLOGY ASSOC HOME DIALYSIS	535 JACK WARNER PARKWAY, NE	SUITE K	TUSCALOOSA	AL	35404	2055565541	N	N	INDEPENDENT	1	19DEC2006	0	N	Y	N			258	92	92			258	92	91	2005		258	100	4013	174	3	99	4	2002-2005	TUSCALOOSA
012620	08	HOME DIALYSIS OF NORTH ALABAMA	1216 SOMMERVILLE ROAD, SE		DECATUR	AL	35601	2563400012	N	N	INDEPENDENT	1	15FEB2007	1	N	Y	N			258	92	92			258	92	91	2005		258	100	4013	174	3	99	4	2002-2005	MORGAN
013300	08	CHILDRENS HOSPITAL DIALYSIS	1600 7TH AVENUE SOUTH		BIRMINGHAM	AL	35233	2059399275	N	N	INDEPENDENT	2	17NOV1982	7	Y	Y	Y			199	92	92			199	92	91	2005	2	001	100	4013	174	3	99	4	2002-2005	JEFFERSON
022500	16	FMC  ANCHORAGE	3950 LAUREL STREET		ANCHORAGE	AK	99508	9075633149	Y	Y	RENAL CARE GROUP INC.	1	01SEP1977	35	Y	Y	Y	117	92	001	92	94	138	88	001	92	90	2005	2	001	100	4013	174	0	3	0	2002-2005	ANCHORAGE
022502	16	FMC FAIRBANKS	1863 AIRPORT WAY		FAIRBANKS	AK	99701	9074522900	N	Y	RENAL CARE GROUP INC.	1	27JUN1985	17	Y	N	N	23	96	001	92	94	25	96	001	92	90	2005	2	001	100	4013	174	0	3	0	2002-2005	FAIRBANKS NORTH STAR
022503	16	FMC  WASILLA	3787 E MERIDIAN LOOP		WASILLA	AK	99654	9073575600	N	Y	RENAL CARE GROUP INC.	1	29MAR2004	12	Y	Y	Y	16	100	001	92	94	16	94	001	92	90	2005	2	001	100	4013	174	0	3	0	2002-2005	MATANUSKA-SUSITNA
022504	16	REIFENSTEIN DIALYSIS CENTER	9109 MENDENHALL RD SUITE #6		JUNEAU	AK	99801	9077903002	N	Y	RENAL CARE GROUP INC.	1	26MAR2004	9	Y	Y	Y			199	92	94			199	92	90	2005		199	100	4013	174	0	3	0	2002-2005	JUNEAU
030002	15	GOOD SAMARITAN MED. CTR/KIDNEY CTR	1111 E. MCDOWELL ROAD T9B		PHOENIX	AZ	85006	6022394704	N	Y	REGIONAL-BANNER HEALTH SYSTEMS	2	12AUG1977	9	Y	N	N			201	92	93			201	92	93	2005		199	100	4013	174	1	83	0	2002-2005	MARICOPA
030006	15	TUCSON MEDICAL CENTER/DIALYSIS	5301 E. GRANT ROAD		TUCSON	AZ	85712	5203245636	N	N	INDEPENDENT	2	01APR1986	5	Y	N	N			201	92	93			201	92	93	2005		199	100	4013	174	1	83	0	2002-2005	PIMA
030022	15	MARICOPA MEDICAL CENTER/DIALYSIS	2525 E. ROOSEVELT		PHOENIX	AZ	85008	6023441601	Y	N	INDEPENDENT	2	07OCT1997	10	Y	N	N	33	94	001	92	93	37	76	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MARICOPA
031308	15	GILA RIVER DIALYSIS EAST	565 W SEED FARM RD		SACATON	AZ	85247	6022717900	N	N	INDEPENDENT	2	04JAN2006	40	Y	N	N			258	92	93			258	92	93	2005		258	100	4013	174	1	83	0	2002-2005	PINAL
032500	15	TUCSON WEST DIALYSIS (DVA)	1780 WEST ANKLAM ROAD		TUCSON	AZ	85745	5206242220	N	Y	GAMBRO HEALTHCARE	1	28SEP1988	40	Y	N	N	132	94	001	92	93	141	99	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	PIMA
032501	15	TUCSON EAST DIALYSIS (DVA)	6420 EAST BROADWAY #C-300		TUCSON	AZ	85710	5207902775	Y	Y	DAVITA	1	26MAY1978	27	Y	Y	N	116	86	001	92	93	155	96	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	PIMA
032502	15	YUMA DIALYSIS (DVA)	2130 WEST 24TH STREET		YUMA	AZ	85364	9287832365	N	Y	GAMBRO HEALTHCARE	1	28JUN1978	30	Y	Y	N	95	93	001	92	93	138	93	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	YUMA
032503	15	PHOENIX ARTIFICIAL KIDNEY CENTER (FMC)	13090 N. 94TH DRIVE STE. 100		PEORIA	AZ	85381	6239745851	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	26MAR1979	21	Y	N	N	37	95	001	92	93	42	93	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MARICOPA
032504	15	CAMELBACK DIALYSIS (DVA)	7321 E. OSBORN DRIVE		SCOTTSDALE	AZ	85251	4809700924	N	Y	DAVITA	1	01JAN1997	6	Y	Y	Y			199	92	93			199	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MARICOPA
032506	15	TUBA CITY DIALYSIS UNIT (DVA)	500 EDGEWATER DR		TUBA CITY	AZ	86045	9282834525	N	Y	DAVITA	1	15NOV1990	26	Y	Y	N	53	96	001	92	93	54	91	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	COCONINO
032508	15	SOUTH PHOENIX DIALYSIS SERVICES (FMC)	1021 SOUTH 7TH AVENUE SUITE 108		PHOENIX	AZ	85007	6022531954	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01FEB1985	18	Y	N	N	37	97	001	92	93	42	100	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MARICOPA
032509	15	EAST VALLEY DIALYSIS (RCG LEGACY)	135 S POWER RD, #103		MESA	AZ	85206	4809854911	N	Y	RENAL CARE GROUP INC.	1	11SEP1997	36	Y	N	N	75	92	001	92	93	85	96	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MARICOPA
032513	15	SELLS DIALYSIS (DVA)	HWY 86 - IHS		SELLS	AZ	85634	5203837615	N	Y	GAMBRO HEALTHCARE	1	01JAN1985	15	Y	N	N	50	94	001	92	93	52	100	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	PIMA
032514	15	DESERT DIALYSIS CENTER (DCI)	2022 E PRINCE ROAD		TUCSON	AZ	85719	5203270007	Y	Y	DIALYSIS CLINIC, INC. (DCI)	2	16JAN1986	18	Y	Y	N	67	94	001	92	93	63	90	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	PIMA
032515	15	WHITERIVER DIALYSIS (FMC)	HWY 73  MILEPOST 342		WHITERIVER	AZ	85941	9283381498	N	Y	RENAL CARE GROUP INC.	1	15NOV1985	16	Y	N	N	44	95	001	92	93	46	93	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	NAVAJO
032516	15	CHANDLER DIALYSIS (FMC)	912 W CHANDLER BLVD BLD A-D		CHANDLER	AZ	85225	4808219801	Y	Y	RENAL CARE GROUP INC.	1	30OCT1985	24	Y	N	N	62	82	001	92	93	62	92	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MARICOPA
032517	15	CENTRAL PHOENIX DIALYSIS (FMC)	3421 N. 7TH AVENUE		PHOENIX	AZ	85013	6022742293	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	08SEP1997	16	Y	N	N	36	92	001	92	93	41	98	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MARICOPA
032518	15	FOUR CORNERS DIALYSIS CLINIC CHINLE (DVA)	HWY 191		CHINLE	AZ	86503	9286743674	N	Y	DAVITA	1	14APR1987	24	Y	N	N	77	99	001	92	93	76	99	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	APACHE
032520	15	SIERRA VISTA DIALYSIS (DVA)	629 NORTH HIGHWAY 90 - SUITE 6		SIERRA VISTA	AZ	85635	5204597791	N	Y	GAMBRO HEALTHCARE	1	20JUN1987	15	Y	Y	N	71	94	001	92	93	76	96	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	COCHISE
032521	15	DIALYSIS CENTER OF GLENDALE (FMC)	5957 W. NORTHERN AVENUE #108		GLENDALE	AZ	85301	6234351155	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01MAR1985	18	Y	N	N	31	100	001	92	93	31	90	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MARICOPA
032522	15	PARKER DIALYSIS CENTER (FMC)	AGENCY ROAD BLDG 173		PARKER	AZ	85344	9286699838	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	20JUL1988	10	Y	N	N	21	100	001	92	93	23	96	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	LA PAZ
032523	15	PRESCOTT DIALYSIS (NRI)	980 WILLOW CREEK ROAD #101		PRESCOTT	AZ	86301	9287769459	N	Y	NATIONAL RENAL INSTITUTES (NRI)	1	18JUL1988	12	Y	N	N	27	100	001	92	93	29	100	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	YAVAPAI
032524	15	FLAGSTAFF DIALYSIS CENTER (FMC)	5200 E CORTLAND BLVD.  A6		FLAGSTAFF	AZ	86004	9285274990	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	08DEC1989	12	Y	Y	N	39	85	001	92	93	47	96	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	COCONINO
032525	15	DESERT MOUNTAIN DIALYSIS (DVA)	9220 E. MOUNTAIN VIEW SUITE 105		SCOTTSDALE	AZ	85258	4803912241	N	Y	DAVITA	1	01SEP1988	24	Y	N	N	77	99	001	92	93	79	97	001	92	93	2005	1	001	100	4013	174	1	83	0	2002-2005	MARICOPA
032526	15	SOUTHWEST MESA DIALYSIS (NRI)	1457 W. SOUTHERN AVE #D19		MESA	AZ	85202	4808945411	Y	Y	NATIONAL RENAL INSTITUTES (NRI)	1	07DEC1988	21	Y	N	N	61	93	001	92	93	63	92	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MARICOPA
032528	15	GLENDALE DIALYSIS (FMC)	5750 W THUNDERBIRD RD. BLD G - STE #750		GLENDALE	AZ	85306	6024399502	N	Y	RENAL CARE GROUP INC.	1	03MAY1989	24	Y	Y	N	60	93	001	92	93	63	90	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MARICOPA
032530	15	DESERT VALLEY DIALYSIS (FMC)	15846 N. CAVE CREEK RD. #2		PHOENIX	AZ	85032	6029714555	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	18OCT1989	16	Y	N	N	39	97	001	92	93	45	87	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MARICOPA
032532	15	NATIVE AMERICAN DIALYSIS (FMC)	SEED FARM & SKILL CTR ROAD		SACATON	AZ	85247	5205623345	N	Y	RENAL CARE GROUP INC.	1	28MAY1990	16	Y	N	N	59	92	001	92	93	57	89	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	PINAL
032533	15	GLOBE DIALYSIS (FMC)	2250 US HWY 60 SUITE O-2		MIAMI	AZ	85539	9284252624	N	Y	RENAL CARE GROUP INC.	1	01OCT1990	16	Y	N	N	31	90	001	92	93	36	94	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	GILA
032535	15	HOME DIALYSIS OF MESA (FMC)	1337 S. GILBERT RD, SUITE 106		MESA	AZ	85204	4809269222	N	Y	RENAL CARE GROUP INC.	1	17JUN1991	0	N	Y	Y			199	92	93			199	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MARICOPA
032536	15	WINSLOW DIALYSIS CENTER (FMC)	1313 EAST THIRD STREET		WINSLOW	AZ	86047	9282893318	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	30JUL1991	9	Y	N	N	36	94	001	92	93	36	100	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	NAVAJO
032537	15	ESTRELLA DIALYSIS CENTER (FMC)	5546 WEST ROOSEVELT ST  #1		PHOENIX	AZ	85043	6023520724	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	19AUG1991	22	Y	N	N	49	94	001	92	93	55	91	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MARICOPA
032539	15	MESA DIALYSIS CENTER (FMC)	1525 NORTH GILBERT RD # 121		GILBERT	AZ	85234	4804971127	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	08SEP1997	12	Y	Y	N	34	97	001	92	93	39	97	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MARICOPA
032540	15	WESTERN SKIES DIALYSIS, INC.	1041 N ARIZOLA RD		CASA GRANDE	AZ	85222	5208365883	N	N	INDEPENDENT	1	24JUN1996	16	Y	Y	Y	63	41	001	92	93	63	19	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	PINAL
032541	15	TEMPE DIALYSIS (FMC)	1449 W SOUTHERN AVE		TEMPE	AZ	85282	4809676360	Y	Y	RENAL CARE GROUP INC.	1	29SEP1997	20	Y	N	N	56	91	001	92	93	54	98	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MARICOPA
032542	15	ARCADIA DIALYSIS CENTER (FMC)	2702 NORTH 44TH STREET SUITE 107B		PHOENIX	AZ	85008	6029557475	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01DEC1992	12	Y	N	N	34	88	001	92	93	36	97	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MARICOPA
032543	15	NOGALES DIALYSIS (DVA)	1231 TARGET RANGE ROAD		NOGALES	AZ	85621	5202876597	N	Y	GAMBRO HEALTHCARE	1	15MAR1993	9	Y	N	N	41	88	001	92	93	42	100	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	SANTA CRUZ
032544	15	LAKE HAVASU DIALYSIS (FMC)	1761 MCCULLOCH BLVD. SUITE G		LAKE HAVASU CITY	AZ	86403	9286804748	N	Y	RENAL CARE GROUP INC.	1	06APR1993	12	Y	N	N	44	100	001	92	93	48	88	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MOHAVE
032545	15	SOUTH MOUNTAIN DIALYSIS CENTER (FMC)	26 EAST BASELINE SUITE 142		PHOENIX	AZ	85040	6022688158	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	03MAY1993	17	Y	N	N	41	100	001	92	93	47	91	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MARICOPA
032546	15	SUN CITY WEST DIALYSIS (FMC)	12213 WEST BELL ROAD #110		SURPRISE	AZ	85374	6235838865	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	19MAY1993	18	Y	N	N	38	97	001	92	93	37	97	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MARICOPA
032547	15	SUN CITY DIALYSIS (FMC)	10050 WEST BELL ROAD STE. 29-31		SUN CITY	AZ	85351	6238151770	N	Y	RENAL CARE GROUP INC.	1	13SEP1997	12	Y	N	N	28	93	001	92	93	29	97	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MARICOPA
032549	15	SAFFORD DIALYSIS (FMC)	1250 S 20TH AVENUE		SAFFORD	AZ	85546	9284281400	N	Y	RENAL CARE GROUP INC.	1	09SEP1997	10	Y	N	N	38	95	001	92	93	43	93	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	GRAHAM
032550	15	NORTH PHOENIX DIALYSIS (FMC)	1957 WEST DUNLAP AVE # 6C		PHOENIX	AZ	85021	6029431763	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	10DEC1993	19	Y	Y	N	36	94	001	92	93	44	93	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MARICOPA
032551	15	MESA DIALYSIS (NRI)	1337 SOUTH GILBERT ROAD #109		MESA	AZ	85204	4809261906	Y	Y	RENAL CARE GROUP INC.	1	08SEP1997	16	Y	N	N	53	94	001	92	93	58	84	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MARICOPA
032552	15	ARROWHEAD DIALYSIS (FMC)	16844 NORTH 59TH AVENUE		GLENDALE	AZ	85306	6024398200	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	19JUL1994	13	Y	N	N	17	100	001	92	93	18	100	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MARICOPA
032553	15	PAPAGO DIALYSIS (DVA)	1401 NORTH 24TH STREET SUITE 2		PHOENIX	AZ	85008	6023920668	N	Y	DAVITA	1	06SEP1994	6	Y	Y	N	12	92	001	92	93	11	91	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MARICOPA
032555	15	PHOENIX NORTH DIALYSIS (NRI)	8046 NORTH 19TH AVENUE SUITE 21		PHOENIX	AZ	85021	6028647370	N	Y	RENAL CARE GROUP INC.	1	19SEP1995	20	Y	N	N	54	94	001	92	93	57	89	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MARICOPA
032556	15	SOUTH YUMA DIALYSIS (DVA)	3010 SOUTH 4TH AVENUE		YUMA	AZ	85364	9283170517	N	Y	GAMBRO HEALTHCARE	1	27MAR1995	12	Y	N	N	40	93	001	92	93	50	92	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	YUMA
032557	15	TUCSON SOUTH DIALYSIS (DVA)	3662 SOUTH 16TH AVENUE		TUCSON	AZ	85713	5208829665	N	Y	GAMBRO HEALTHCARE	1	13APR1995	30	Y	N	N	92	91	001	92	93	94	94	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	PIMA
032558	15	BULLHEAD CITY DIALYSIS (FMC)	967 HANCOCK ROAD SUITE 25		BULLHEAD CITY	AZ	86442	9287587401	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	17MAY1995	13	Y	N	N	45	91	001	92	93	52	96	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MOHAVE
032559	15	FOUR CORNERS DIAL CLINIC KAYENTA (DVA)	HIGHWAY 163		KAYENTA	AZ	86033	9286978182	N	Y	DAVITA	1	07JUN1995	18	Y	N	N	26	100	001	92	93	30	100	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	NAVAJO
032561	15	CASA GRANDE DIALYSIS (FMC)	695 EAST COTTONWOOD LANE		CASA GRANDE	AZ	85222	5208362566	N	Y	RENAL CARE GROUP INC.	1	01SEP1995	16	Y	N	N	51	92	001	92	93	50	84	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	PINAL
032562	15	COTTONWOOD DIALYSIS (NRI)	203 SOUTH CANDY LANE #11A & B		COTTONWOOD	AZ	86326	9286390014	N	Y	RENAL CARE GROUP INC.	1	01DEC1996	10	Y	N	N	36	94	001	92	93	37	92	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	YAVAPAI
032563	15	SCOTTSDALE DIALYSIS (FMC)	1495 N HAYDEN   SUITE D1-D4		SCOTTSDALE	AZ	85257	4809497844	N	Y	RENAL CARE GROUP INC.	1	01MAR1997	12	Y	N	N	16	94	001	92	93	16	100	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MARICOPA
032564	15	MARYVALE DIALYSIS (FMC)	4522 WEST INDIAN SCHOOL RD  B1-3		PHOENIX	AZ	85031	6232470695	N	Y	RENAL CARE GROUP INC.	1	20AUG1997	16	Y	N	N	38	97	001	92	93	43	93	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MARICOPA
032565	15	DESERT DIALYSIS CENTER SOUTH TUCSON (DCI)	1011 E PENNSYLVANIA		TUCSON	AZ	85714	5208060007	Y	Y	DIALYSIS CLINIC, INC. (DCI)	2	11SEP1997	25	Y	N	N	73	95	001	92	93	76	86	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	PIMA
032568	15	RED MOUNTAIN DIALYSIS (FMC)	1211 N. COUNTRY CLUB DR. A1		MESA	AZ	85201	4808337440	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	07MAR1997	13	Y	N	N	36	92	001	92	93	41	85	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MARICOPA
032571	15	NORTH SCOTTSDALE DIALYSIS (FMC)	16101 NORTH 82ND STREET, ST. 6-7		SCOTTSDALE	AZ	85260	4806072953	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	20JUN1997	13	Y	Y	N	15	93	001	92	93	19	89	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MARICOPA
032572	15	DESERT DIALYSIS SRVS, INC.-SUN CITY	13000 NORTH 103RD AVE. SUITE 66		SUN CITY	AZ	85351	6235833131	N	N	INDEPENDENT	1	23JUL1997	20	Y	N	N	56	100	001	92	93	59	95	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MARICOPA
032573	15	PASCUA YAQUI TRAIL DIALYSIS (DVA)	7490 S. CAMINO DE OESTE		TUCSON	AZ	85757	5208796161	N	Y	GAMBRO HEALTHCARE	1	27JUN1997	13	Y	N	N	53	87	001	92	93	54	100	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	PIMA
032575	15	SHOW LOW DIALYSIS (FMC)	1500 S WHITE MOUNTAIN RD #204		SHOW LOW	AZ	85901	9285328430	N	Y	RENAL CARE GROUP INC.	1	15JAN1998	12	Y	N	N	23	91	001	92	93	27	93	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	NAVAJO
032577	15	PRESCOTT VALLEY DIALYSIS (FMC)	7763 E FLORENTINE RD #101		PRESCOTT VALLEY	AZ	86314	9287592200	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	31JAN1999	9	Y	N	N	26	100	001	92	93	26	92	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	YAVAPAI
032578	15	APACHE JUNCTION DIALYSIS (FMC)	11540 E UNIVERSITY DRIVE  SUITE 109		APACHE JUNCTION	AZ	85220	4803575572	N	Y	RENAL CARE GROUP INC.	1	22JAN1999	16	Y	N	N	66	92	001	92	93	64	92	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MARICOPA
032579	15	SUN LAKES DIALYSIS (FMC)	9666 E RIGGS RD SUITE 143		SUN LAKES	AZ	85248	4808831301	N	Y	RENAL CARE GROUP INC.	1	02JUN1999	20	Y	N	N	42	95	001	92	93	44	98	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MARICOPA
032580	15	PALM VALLEY DIALYSIS (FMC)	13657 W MCDOWELL ROAD SUITE 106		GOODYEAR	AZ	85338	6235361096	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	22NOV1999	12	Y	N	N	30	100	001	92	93	31	94	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MARICOPA
032581	15	AK-CHIN DIALYSIS (FMC)	16536 N MARICOPA RD		MARICOPA	AZ	85239	5205683120	N	Y	RENAL CARE GROUP INC.	1	10FEB2000	12	Y	N	N	25	100	001	92	93	28	100	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	PINAL
032582	15	KINGMAN KIDNEY CENTER, INC.	4055 STOCKTON HILL RD SUITE 15		KINGMAN	AZ	86409	9286926500	N	N	INDEPENDENT	1	07JUN2000	15	Y	Y	N	49	94	001	92	93	48	83	001	92	93	2005	2	001	100	4013	174	1	83	0	2002-2005	MOHAVE
