Provider Number,Network,Facility Name,Address Line 1,Address Line 2,City,State,Zip,County,Phone Number,Profit or Non-Profit,Chain Owned,Chain Organization,ICH-CAHPS date,ICH-CAHPS data availability code,Lower box percent of patients-nephrologists' communication and caring,Middle box percent of patients-nephrologists' communication and caring,Top box percent of patients-nephrologists' communication and caring,Linearized score of nephrologists' communication and caring,Star rating of nephrologists' communication and caring,Lower box percent of patients-quality of dialysis center care and operations,Middle box percent of patients-quality of dialysis center care and operations,Top box percent of patients-quality of dialysis center care and operations,Linearized score of quality of dialysis center care and operations,Star rating of quality of dialysis center care and operations,Lower box percent of patients-providing information to patients ,Top box percent of patients- providing information to patients,Linearized score of providing information to patients,Star rating of providing information to patients,Lower box percent of patients-rating of the nephrologist ,Middle box percent of patients- rating of the nephrologist,Top box percent of patients- rating of the nephrologist,Linearized score of rating of the nephrologist,Star rating of the nephrologist,Lower box percent of patients-rating of the dialysis center staff ,Middle box percent of patients-rating of the dialysis center staff,Top box percent of patients-rating of the dialysis center staff ,Linearized score of rating of the dialysis center staff,Star rating of the dialysis center staff,Lower box percent of patients-rating of the dialysis facility,Middle box percent of patients-rating of the dialysis facility ,Top box percent of patients-rating of the dialysis facility,Linearized score of rating of the dialysis facility,Star rating of the dialysis facility,Total number of completed interviews from the Fall and Spring Surveys,ICH CAHPS Survey of patients' experiences star rating ,ICH-CAHPS survey response rate
012615,08,FMC AUBURN,211 E UNIVERSITY DR,,AUBURN,AL,36832,Lee,(334) 501-8890,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,14,10,76,85,4,16,24,60,80,3,25,75,75,2,10,20,70,86,3,10,30,60,85,3,11,22,67,88,4,44,3,31
012616,08,LANDMARK DIALYSIS,717 STONE AVE,,TALLADEGA,AL,35160,Talladega,(256) 362-4449,Non-profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012617,08,FMC ALEXANDER CITY,3368 HWY 280 BYPASS,SUITE G-1,ALEXANDER CITY,AL,35010,Tallapoosa,(256) 329-0638,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012618,08,RRC NORTHRIDGE,4400 WATERMELON ROAD,Suite A,NORTHPORT,AL,35473,Tuscaloosa,(205) 722-2968,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012619,08,GBR LLC,1850 McFarland Blvd North STE B,,TUSCALOOSA,AL,35406,Tuscaloosa,(659) 734-2949,Profit,Yes,DaVita,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012620,08,HOME DIALYSIS OF NORTH ALABAMA,"1216 SOMERVILLE ROAD, SE",,DECATUR,AL,35601,Morgan,(256) 340-0012,Non-profit,Yes,"Dialysis Clinic, Inc.",16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012621,08,RAI-SNOW ST-OXFORD,711 SNOW STREET,,OXFORD,AL,36203,Calhoun,(256) 835-5914,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012622,08,DAVITA TALLADEGA DIALYSIS,726 BATTLE STREET E,SUITE A,TALLADEGA,AL,35160,Talladega,(256) 362-2332,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012623,08,DAVITA CENTER POINT DIALYSIS,2337 1ST ST NE,,CENTER POINT,AL,35215,Jefferson,(205) 520-1108,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012624,08,FMC MIDFIELD DIALYSIS,613 BESSEMER SUPER HIGHWAY,,BIRMINGHAM,AL,35228,Jefferson,(205) 481-0019,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012625,08,RAI JACKSONVILLE,"331 HENRY RD, S.W.",,JACKSONVILLE,AL,36265,Calhoun,(256) 435-3161,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012626,08,FMC NORTHWEST ALABAMA KIDNEY CENTER,638 TAHOE ROAD,,WINFIELD,AL,35594,Fayette,(205) 487-2800,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012627,08,DAVITA HOME DIALYSIS OPTIONS OF BALDWIN COUNTY PD,"27880 N. MAIN ST, SUITE A",,DAPHNE,AL,36526,Baldwin,(251) 626-1086,Profit,Yes,DaVita,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012628,08,DAVITA OPELIKA DIALYSIS CENTER,2340 PEPPERELL PKWY,,OPELIKA,AL,36801,Lee,(334) 745-6883,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012629,08,DAVITA RENAISSANCE DIALYSIS,1840 DARBY DRIVE,,FLORENCE,AL,35630,Lauderdale,(256) 764-2313,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012630,08,DAVITA WIREGRASS KIDNEY CENTER,1450 ROSS CLARK CIRCLE,SUITE 200,DOTHAN,AL,36301,Houston,(334) 792-8907,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012631,08,DAVITA GULF SHORES DIALYSIS CENTER,3947 GULF SHORES PARKWAY,STE 150,GULF SHORES,AL,36542,Baldwin,(251) 967-2205,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012632,08,DAVITA MUSCLE SHOALS DIALYSIS,712 STATE STREET,,MUSCLE SHOALS,AL,35661,Colbert,(256) 386-7028,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012633,08,FMC PRATTVILLE,692 COVERED BRIDGE PARKWAY,,PRATTVILLE,AL,36066,Autauga,(334) 358-7414,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012634,08,FMC FOLEY,230 EAST FERN AVENUE,,FOLEY,AL,36535,Baldwin,(251) 943-1500,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012636,08,FMC JAGUAR,575 STANTON ROAD,UNIT B,MOBILE,AL,36617,Mobile,(251) 476-0502,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012637,08,DCI HIGHLAND PARK,1912 CHERRY STREET,,MONTGOMERY,AL,36107,Montgomery,(334) 264-1060,Non-profit,Yes,"Dialysis Clinic, Inc.",16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012638,08,FMC HOOVER,2104 LORNA RIDGE LANE,,HOOVER,AL,35216,Jefferson,(205) 979-3708,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012639,08,FMC MONTEVALLO,3883 HIGHWAY 25,,MONTEVALLO,AL,35115,Shelby,(205) 665-4440,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012640,08,DAVITA PICKENS COUNTY DIALYSIS,289 WILLIAM E HILL DRIVE,SUITE A,CARROLLTON,AL,35447,Pickens,(205) 367-1194,Profit,Yes,DaVita,16APR2021-07JAN2022,001,17,7,76,83,3,20,11,69,82,3,24,76,76,3,16,10,74,87,4,10,27,63,88,3,7,19,74,91,4,31,3,28
012641,08,DCI EVERGREEN,822 WILD AVENUE,,EVERGREEN,AL,36401,Conecuh,(251) 578-9200,Non-profit,Yes,"Dialysis Clinic, Inc.",16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012642,08,DAVITA ENTERPRISE DIALYSIS,6002 BOLL WEEVIL CIRCLE,,ENTERPRISE,AL,36330,Coffee,(334) 308-0262,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012643,08,ENDEAVOR DIALYSIS,1675 SPARKMAN DRIVE,,HUNTSVILLE,AL,35816,Madison,(256) 722-0013,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012644,08,DAVITA JEWEL DIALYSIS,514 W. TOWN PLAZA,,BESSEMER,AL,35020,Jefferson,(205) 481-4386,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012645,08,RENAL TREATMENT CENTERS- SOUTHEAST LP,300 22ND ST. S,,BIRMINGHAM,AL,35233,Jefferson,(205) 986-0592,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012646,08,DAVITA STEEL CITY DIALYSIS,1809 AVENUE H,,BIRMINGHAM,AL,35218,Jefferson,(205) 785-2972,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012647,08,DAVITA CROWN DIALYSIS,3007 27TH STREET NORTH,,BIRMINGHAM,AL,35207,Jefferson,(205) 297-0143,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012648,08,FRESENIUS KIDNEY CARE GADSDEN ACQ LLC,800 GOODYEAR AVENUE,,GADSDEN,AL,35903,Etowah,(256) 456-1242,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012649,08,FRESENIUS KIDNEY CARE UNION SPRINGS LLC,112 W CONECUH AVE,,UNION SPRINGS,AL,36089,Bullock,(334) 738-0330,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012650,08,DAVITA LIMESTONE COUNTY DIALYSIS,16236 LUCAS FERRY ROAD,,ATHENS,AL,35611,Limestone,(256) 233-3965,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012651,08,FMC FORESTDALE,1004 FORESTDALE BLVD,,BIRMINGHAM,AL,35214,Jefferson,(205) 798-8321,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012652,08,DAVITA LEEDS DIALYSIS,1650 MAXEY DRIVE,,LEEDS,AL,35094,Jefferson,(205) 699-5383,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012653,08,FRESENIUS KIDNEY CARE PHENIX CITY LLC,5009 RIVERCHASE DR STE 300,,PHENIX CITY,AL,36867,Russell,(334) 664-0700,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012654,08,BIO-MEDICAL APPLICATIONS OF ALABAMA,100 MITYLENE PARK LN,,MONTGOMERY,AL,36117,Montgomery,(334) 274-4300,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012655,08,DAVITA ANDALUSIA DIALYSIS,757 SOUTH THREE NOTCH STREET,,ANDALUSIA,AL,36420,Covington,(334) 222-1628,Profit,Yes,"RTC-Southeast, LP",16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012656,08,DCI MITYLENE PARK,29 MITYLENE PARK LANE,,MONTGOMERY,AL,36117,Montgomery,(334) 356-2061,Non-profit,Yes,"Dialysis Clinic, Inc.",16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012657,08,FRESENIUS MEDICAL CARE BIRMINGHAM HOME LLC,35 WEST LAKESHORE DRIVE,SUITE 105,BIRMINGHAM,AL,35209,Jefferson,(205) 290-1197,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012658,08,DAVITA SPRINGVILLE DIALYSIS,40 PURPLE HEART BLVD,,SPRINGVILLE,AL,35146,Saint Clair,(205) 467-6811,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012659,08,BIO-MEDICAL APPLICATIONS OF ALABAMA INC.,9540 PARKWAY E,,BIRMINGHAM,AL,35215,Jefferson,(205) 838-2652,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012660,08,FRESENIUS KIDNEY CARE ATTALLA LLC,801 GILBERT FERRY RD SE,,ATTALLA,AL,35954,Etowah,(256) 691-0766,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012661,08,DAVITA HOKES BLUFF DIALYSIS,300 MEDICAL CENTER DRIVE,SUITE 100,GADSDEN,AL,35903,Etowah,(256) 492-4970,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012662,08,FRESENIUS MEDICAL CARE,114 MITYLENE PARK LANE,,MONTGOMERY,AL,36117,Montgomery,(334) 244-1478,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012663,08,DAVITA PERRY COUNTY DIALYSIS,611 EAST LAFAYETTE STREET,,MARION,AL,36756,Perry,(334) 683-8519,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012664,08,BIO-MEDICAL APPLICATIONS OF ALABAMA INC.,12401 SKOPELOS RD,,GRAND BAY,AL,36541,Mobile,(251) 865-2102,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012665,08,DAVITA BREWTON DIALYSIS,1023 DOUGLAS AVENUE,SUITE 300,BREWTON,AL,36426,Escambia,(251) 867-8509,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012666,08,DAVITA ANNISTON DIALYSIS,1612 NOBLE STREET,,ANNISTON,AL,36201,Calhoun,(256) 237-3794,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012667,08,BIO MEDICAL APPLICATIONS OF ALABAMA INC.,917 B PLANTATION BLVD,,FAIRHOPE,AL,36532,Baldwin,(251) 929-3666,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012668,08,DAVITA HENRY COUNTY DIALYSIS,671 Ozark Road,,ABBEVILLE,AL,36310,Henry,(334) 585-0131,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012669,08,DAVITA MONARCH DIALYSIS,2958 DORCHESTER DRIVE,,MONTGOMERY,AL,36116,Montgomery,(334) 280-4980,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012670,08,DAVITA RED MOUNTAIN HT AT HOME,300-B 22nd Street South,,BIRMINGHAM,AL,35233,Jefferson,(205) 250-6757,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012671,08,FRESENIUS MEDICAL CARE HUNTSVILLE HOME LLC,2325 Pansy Street,,HUNTSVILLE,AL,35801,Madison,(256) 539-0338,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012672,08,FRESENIUS MEDICAL CARE WEST MADISON LLC,29569 Huntsville Browns Ferry Rd,,MADISON,AL,35756,Limestone,(256) 233-5757,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012673,08,DAVITA HOME OPTIONS OF DOTHAN (PD),1763 E Main Street,,DOTHAN,AL,36301,Houston,(334) 673-0246,Profit,Yes,DaVita,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012674,08,BIO MEDICAL APPLICATIONS OF ALABAMA INC,700 Sara G Lott Blvd,,BRUNDIDGE,AL,36010,Pike,(334) 735-0396,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012676,08,DAVITA GREYSTONE DIALYSIS,"5406 Highway 280, Suite D107",,BIRMINGHAM,AL,35242,Shelby,(205) 981-2045,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012677,08,DIALYSIS CLINIC INC,100 W Lake Professional Park,Suite 7,GENEVA,AL,36340,Geneva,(334) 684-0175,Non-profit,Yes,"Dialysis Clinic, Inc.",16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012678,08,FRESENIUS MEDICAL CARE MCCALLA LLC,4748 Bell Hill Road,,BESSEMER,AL,35022,Jefferson,(205) 424-8528,Non-profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012679,08,DAVITA WHITE BLUFF DIALYSIS,"505 US Highway 80 W, Suite F",,DEMOPOLIS,AL,36732,Marengo,(334) 287-1254,Profit,Yes,DaVita,16APR2021-07JAN2022,001,29,15,56,73,2,17,21,62,81,3,17,83,83,4,24,34,42,77,2,16,24,60,86,3,19,14,67,85,3,31,3,39
012680,08,BIO-MEDICAL APPLICATIONS OF ALABAMA,1012 FRIENDSHIP ROAD,,TALLASSEE,AL,36078,Elmore,(334) 252-0028,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012681,08,BIO-MEDICAL APPLICATIONS OF ALABAMA INC,11839 Highway 231-431 North,,MERIDIANVILLE,AL,35759,Madison,(256) 828-3128,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012682,08,BIO-MEDICAL APPLICATIONS OF ALABAMA INC.,"2017 QUINTARD AVE, Suite B",,ANNISTON,AL,36201,Calhoun,(256) 235-2925,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012684,08,FRESENIUS MEDICAL CARE ALBERTVILLE LLC,173 BUSINESS PARK DR,,ALBERTVILLE,AL,35951,Marshall,(256) 878-4480,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012685,08,DAVITA MODEL CITY HT AT HOME DIALYSIS,1724 LEIGHTON AVE,,ANNISTON,AL,36207,Calhoun,(256) 236-5864,Profit,Yes,DaVita,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012686,08,FRESENIUS MEDICAL CARE ANNISTON HOME LLC,"2017 Quintard Avenue, Suite A",,ANNISTON,AL,36201,Calhoun,(256) 237-7340,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012687,08,BIO-MEDICAL APPLICATIONS OF ALABAMA INC,"2024 4th AVE SOUTH, SUITE 100",,BIRMINGHAM,AL,35233,Jefferson,(205) 321-5844,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012688,08,FRESENIUS MEDICAL CARE TRUSSVILLE LLC,3671 ROOSEVELT BLVD,,BIRMINGHAM,AL,35235,Jefferson,(205) 655-0961,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012692,08,BIO MEDICAL APPLICATIONS OF ALABAMA INC,2834 SPRING AVENUE SW,,DECATUR,AL,35603,Morgan,(256) 885-1740,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012693,08,DAVITA SPRINGS DIALYSIS,218 MAIN STREET,SUITE 114 & 118,TRUSSVILLE,AL,35173,Jefferson,(205) 655-0871,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012694,08,DAVITA COLONEL DIALYSIS,1830 LEE AVE SW,SUITE B-D,CULLMAN,AL,35055,Cullman,(256) 736-9276,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012695,08,BIO MEDICAL APPLICATIONS OF ALABAMA,8000 CHARLOTTE DRIVE SW,,HUNTSVILLE,AL,35802,Madison,(256) 880-5151,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012696,08,BIO-MEDICAL APPLICATIONS OF ALABAMA,107 SARALAND LOOP,,SARALAND,AL,36571,Mobile,(251) 679-5590,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012697,08,DAVITA BARBOUR COUNTY DIALYSIS,1218 S EUFAULA AVE,,EUFAULA,AL,36027,Barbour,(334) 687-7583,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012698,08,PHYSICIANS CHOICE DIALYSIS OF LUVERNE,1014 S Forest Avenue,,LUVERNE,AL,36049,Crenshaw,(334) 535-0230,Profit,Yes,Other,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012699,08,DIALYSIS SERVICES OF DECATUR LLC,2705 Highway 31 South,,DECATUR,AL,35603,Morgan,(256) 308-2985,Non-profit,Yes,"Dialysis Clinic, Inc.",16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012700,08,DAVITA CRIMSON DIALYSIS,6521 Hwy 69 S,Ste O,TUSCALOOSA,AL,35405,Tuscaloosa,(205) 752-3267,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012701,08,DAVITA MAJESTIC DIALYSIS,1510 Eastern Boulevard,,MONTGOMERY,AL,36117,Montgomery,(334) 260-8519,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012702,08,CHEROKEE COMMUNITY DIALYSIS LLC,485 Northwood Drive,,CENTRE,AL,35960,Cherokee,(256) 266-1471,Profit,No,Independent,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012703,08,DIALYSIS CLINIC INC.,208 BROADWAY DR SW,,Cullman,AL,35055,Cullman,(256) 737-8222,Non-profit,Yes,"Dialysis Clinic, Inc.",16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012704,08,PRATTVILLE COMMUNITY DIALYSIS LLC,1815 GLYNWOOD DRIVE,,PRATTVILLE,AL,36066,Autauga,(334) 595-6335,Profit,Yes,Other,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012705,08,FRESENIUS MEDICAL CARE COOSA RIVER LLC,708 S 4TH ST,,Gadsden,AL,35901,Etowah,(256) 439-5948,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012706,08,BIO-MEDICAL APPLICATIONS OF ALABAMA INC.,105 Inverness Cors,,BIRMINGHAM,AL,35242,Shelby,(205) 981-4925,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012707,08,SAPPHIRE COMMUNITY DIALYSIS LLC,8149 DECKER LN,,MONTGOMERY,AL,36117,Montgomery,(334) 694-7200,Profit,Yes,Other,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012708,08,BIO-MEDICAL APPLICATIONS OF ALABAMA INC.,1850 PARKLAND DR NE,,CULLMAN,AL,35058,Cullman,(256) 736-1051,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012709,08,PHYSICIANS CHOICE DIALYSIS OF MONTGOMERY LLC,2201 E SOUTH BLVD,,MONTGOMERY,AL,36116,Montgomery,(334) 694-7920,Profit,Yes,Other,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012710,08,BIO-MEDICAL APPLICATIONS OF ALABAMA INC.,40 WASDEN RD,,HOPE HULL,AL,36043,Montgomery,(334) 286-3972,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012711,08,BIO-MEDICAL APPLICATIONS OF ALABAMA INC.,2011 SPRING HILL AVE,,Mobile,AL,36607,Mobile,(251) 472-9601,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012712,08,BIO-MEDICAL APPLICATIONS OF ALABAMA INC.,131 COX CREEK PKWY S,,Florence,AL,35630,Lauderdale,(256) 712-4920,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012713,08,SEWARD DIALYSIS LLC,2317 MEMORIAL PKWY SW STE 105,,Huntsville,AL,35801,Madison,(256) 427-4859,Profit,Yes,DaVita,16APR2021-07JAN2022,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012714,08,BIO-MEDICAL APPLICATIONS OF ALABAMA INC.,664 S UNIVERSITY BLVD,,Mobile,AL,36609,Mobile,(251) 283-6600,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
022500,16,FMC ANCHORAGE,3950 LAUREL STREET,,ANCHORAGE,AK,99508,Anchorage,(907) 563-3149,Profit,Yes,"US Renal Care, Inc.",16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
022502,16,FMC FAIRBANKS,1863 AIRPORT WAY,,FAIRBANKS,AK,99701,Fairbanks North Star,(907) 452-2900,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
022503,16,FMC WASILLA,3787 E MERIDIAN LOOP,,WASILLA,AK,99654,Matanuska-Susitna,(907) 357-5600,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
